timestamp,symbol,type,price
2025-02-01 17:05:00.889640,LTCUSDT,SELL,122.49
2025-02-01 17:05:22.290686,ATOMUSDT,SELL,6.142
2025-02-01 17:05:39.344853,BTCUSDT,SELL,101916.9
2025-02-01 17:05:40.148499,BTCUSDT,SELL,101916.9
2025-02-01 17:05:52.817328,XRPUSDT,SELL,2.9797
2025-02-01 17:06:04.717170,LINKUSDT,SELL,24.563
2025-02-01 17:06:07.811918,LTCUSDT,SELL,122.5
2025-02-01 17:06:46.206302,BTCUSDT,SELL,101964.1
2025-02-01 17:06:46.955604,BTCUSDT,SELL,101964.1
2025-02-01 17:06:59.069594,XRPUSDT,SELL,2.9799
2025-02-01 17:07:12.969221,LTCUSDT,SELL,122.46
2025-02-01 17:07:13.731963,LTCUSDT,SELL,122.37
2025-02-01 17:07:35.026600,ATOMUSDT,SELL,6.144
2025-02-01 17:07:51.865565,BTCUSDT,SELL,102000.1
2025-02-01 17:07:52.623444,BTCUSDT,SELL,102000.1
2025-02-01 17:08:04.852916,XRPUSDT,SELL,2.9829
2025-02-01 17:08:08.755069,DOGEUSDT,BUY,0.32331
2025-02-01 17:08:11.704900,DOTUSDT,BUY,6.298
2025-02-01 17:08:18.686122,LTCUSDT,SELL,122.41
2025-02-01 17:08:37.301285,NEARUSDT,BUY,4.479
2025-02-01 17:08:58.920617,BTCUSDT,SELL,102043.3
2025-02-01 17:08:59.660927,BTCUSDT,SELL,102043.3
2025-02-01 17:09:16.147184,XRPUSDT,SELL,2.9849
2025-02-01 17:09:17.351725,SOLUSDT,BUY,228.03
2025-02-01 17:09:34.215113,LTCUSDT,SELL,122.37
2025-02-01 17:09:35.369386,LTCUSDT,SELL,122.36
2025-02-01 17:10:16.197460,BTCUSDT,SELL,102017.8
2025-02-01 17:10:16.932563,BTCUSDT,SELL,102000.0
2025-02-01 17:10:30.070741,XRPUSDT,SELL,2.9821
2025-02-01 17:11:17.622307,ATOMUSDT,SELL,6.144
2025-02-01 17:11:35.557691,BTCUSDT,SELL,101943.8
2025-02-01 17:11:36.506889,BTCUSDT,SELL,101943.8
2025-02-01 17:11:52.782055,XRPUSDT,SELL,2.9815
2025-02-01 17:12:03.813345,LINKUSDT,SELL,24.531
2025-02-01 17:12:07.204807,LTCUSDT,SELL,122.44
2025-02-01 17:12:10.338022,BCHUSDT,SELL,419.88
2025-02-01 17:12:13.382710,AVAXUSDT,SELL,33.669
2025-02-01 17:12:29.284147,ATOMUSDT,SELL,6.133
2025-02-01 17:12:46.539606,BTCUSDT,SELL,101902.4
2025-02-01 17:12:47.279490,BTCUSDT,SELL,101902.4
2025-02-01 17:12:59.785570,XRPUSDT,SELL,2.9801
2025-02-01 17:13:10.464565,LINKUSDT,SELL,24.534
2025-02-01 17:13:13.645849,LTCUSDT,SELL,122.42
2025-02-01 17:13:16.697873,BCHUSDT,SELL,420.02
2025-02-01 17:13:34.826105,ATOMUSDT,SELL,6.138
2025-02-01 17:13:51.578046,BTCUSDT,SELL,101924.9
2025-02-01 17:13:52.328059,BTCUSDT,SELL,101924.9
2025-02-01 17:14:04.042897,XRPUSDT,SELL,2.9803
2025-02-01 17:14:14.107809,LINKUSDT,SELL,24.527
2025-02-01 17:14:17.161450,LTCUSDT,SELL,122.35
2025-02-01 17:14:18.007372,LTCUSDT,SELL,122.33
2025-02-01 17:14:20.255625,BCHUSDT,SELL,419.82
2025-02-01 17:14:38.682542,ATOMUSDT,SELL,6.136
2025-02-01 17:14:55.321651,BTCUSDT,SELL,101899.8
2025-02-01 17:14:56.039314,BTCUSDT,SELL,101924.9
2025-02-01 17:15:08.557272,XRPUSDT,SELL,2.9789
2025-02-01 17:15:19.074797,LINKUSDT,SELL,24.51
2025-02-01 17:15:21.963179,LTCUSDT,SELL,122.37
2025-02-01 17:15:22.730191,LTCUSDT,SELL,122.37
2025-02-01 17:15:24.998839,BCHUSDT,SELL,419.79
2025-02-01 17:15:28.091232,AVAXUSDT,SELL,33.641
2025-02-01 17:15:36.228883,TRXUSDT,SELL,0.25335
2025-02-01 17:15:42.881064,ATOMUSDT,SELL,6.129
2025-02-01 17:15:59.619331,BTCUSDT,SELL,101860.0
2025-02-01 17:16:00.329192,BTCUSDT,SELL,101860.0
2025-02-01 17:16:01.055185,ETHUSDT,SELL,3234.37
2025-02-01 17:16:03.992155,BNBUSDT,SELL,668.69
2025-02-01 17:16:04.744869,BNBUSDT,SELL,668.64
2025-02-01 17:16:05.452968,BNBUSDT,SELL,668.65
2025-02-01 17:16:09.908268,XRPUSDT,SELL,2.9714
2025-02-01 17:16:11.416507,XRPUSDT,SELL,2.9714
2025-02-01 17:16:12.155231,XRPUSDT,SELL,2.9714
2025-02-01 17:16:14.264554,SOLUSDT,SELL,226.51
2025-02-01 17:16:15.716517,DOGEUSDT,SELL,0.32169
2025-02-01 17:16:21.555666,LINKUSDT,SELL,24.431
2025-02-01 17:16:22.360199,LINKUSDT,SELL,24.431
2025-02-01 17:16:25.437381,LTCUSDT,SELL,122.12
2025-02-01 17:16:26.141070,LTCUSDT,SELL,122.11
2025-02-01 17:16:28.342821,BCHUSDT,SELL,419.33
2025-02-01 17:16:31.235667,AVAXUSDT,SELL,33.593
2025-02-01 17:16:40.126624,TRXUSDT,SELL,0.25316
2025-02-01 17:16:47.228113,ATOMUSDT,SELL,6.124
2025-02-01 17:16:50.162902,SANDUSDT,SELL,0.51276
2025-02-01 17:17:02.510663,BTCUSDT,SELL,101805.1
2025-02-01 17:17:03.953332,BTCUSDT,SELL,101825.0
2025-02-01 17:17:04.715248,BTCUSDT,SELL,101825.1
2025-02-01 17:17:05.453416,ETHUSDT,SELL,3237.52
2025-02-01 17:17:09.825971,BNBUSDT,SELL,668.72
2025-02-01 17:17:10.771015,BNBUSDT,SELL,668.73
2025-02-01 17:17:11.532915,BNBUSDT,SELL,668.73
2025-02-01 17:17:18.876296,XRPUSDT,SELL,2.9726
2025-02-01 17:17:19.716138,XRPUSDT,SELL,2.9726
2025-02-01 17:17:22.381758,SOLUSDT,SELL,226.55
2025-02-01 17:17:29.995293,LINKUSDT,SELL,24.451
2025-02-01 17:17:30.792574,LINKUSDT,SELL,24.451
2025-02-01 17:17:33.015162,LTCUSDT,SELL,121.81
2025-02-01 17:17:33.727603,LTCUSDT,SELL,121.81
2025-02-01 17:17:34.491328,LTCUSDT,SELL,121.84
2025-02-01 17:17:36.659941,BCHUSDT,SELL,418.99
2025-02-01 17:17:39.588507,AVAXUSDT,SELL,33.62
2025-02-01 17:17:55.415869,ATOMUSDT,SELL,6.126
2025-02-01 17:18:14.590192,BTCUSDT,SELL,101850.1
2025-02-01 17:18:15.612740,BTCUSDT,SELL,101846.8
2025-02-01 17:18:21.373523,BNBUSDT,SELL,668.93
2025-02-01 17:18:22.182251,BNBUSDT,SELL,668.93
2025-02-01 17:18:31.053988,XRPUSDT,SELL,2.9731
2025-02-01 17:18:31.804951,XRPUSDT,SELL,2.9727
2025-02-01 17:18:42.518844,LINKUSDT,SELL,24.488
2025-02-01 17:18:44.689984,LTCUSDT,SELL,121.84
2025-02-01 17:18:45.725244,LTCUSDT,SELL,121.84
2025-02-01 17:18:46.495484,LTCUSDT,SELL,121.84
2025-02-01 17:18:48.661682,BCHUSDT,SELL,419.42
2025-02-01 17:19:06.962131,ATOMUSDT,SELL,6.137
2025-02-01 17:19:23.845264,BTCUSDT,SELL,101913.1
2025-02-01 17:19:24.818119,BTCUSDT,SELL,101913.1
2025-02-01 17:19:41.401616,XRPUSDT,SELL,2.9734
2025-02-01 17:19:42.302945,XRPUSDT,SELL,2.9734
2025-02-01 17:19:53.675703,LINKUSDT,SELL,24.541
2025-02-01 17:19:56.006397,LTCUSDT,SELL,121.68
2025-02-01 17:19:56.834015,LTCUSDT,SELL,121.68
2025-02-01 17:19:57.664373,LTCUSDT,SELL,121.68
2025-02-01 17:19:59.370575,BCHUSDT,SELL,418.52
2025-02-01 17:20:00.205618,BCHUSDT,SELL,418.52
2025-02-01 17:20:01.215607,BCHUSDT,SELL,418.52
2025-02-01 17:20:28.018458,BTCUSDT,SELL,101974.8
2025-02-01 17:20:28.966972,BTCUSDT,SELL,101974.8
2025-02-01 17:20:41.204127,XRPUSDT,SELL,2.9771
2025-02-01 17:20:54.649619,LTCUSDT,SELL,121.9
2025-02-01 17:20:55.396178,LTCUSDT,SELL,121.9
2025-02-01 17:20:57.615771,BCHUSDT,SELL,419.58
2025-02-01 17:21:22.920614,BTCUSDT,SELL,101940.9
2025-02-01 17:21:23.695540,BTCUSDT,SELL,101940.9
2025-02-01 17:21:35.930609,XRPUSDT,SELL,2.9753
2025-02-01 17:21:46.823414,LINKUSDT,SELL,24.513
2025-02-01 17:21:49.202497,LTCUSDT,SELL,121.57
2025-02-01 17:21:49.949995,LTCUSDT,SELL,121.58
2025-02-01 17:21:50.993506,LTCUSDT,SELL,121.57
2025-02-01 17:21:53.306959,BCHUSDT,SELL,419.09
2025-02-01 17:21:58.887260,FILUSDT,SELL,4.659
2025-02-01 17:22:11.809229,ATOMUSDT,SELL,6.131
2025-02-01 17:22:18.900342,BTCUSDT,SELL,101913.1
2025-02-01 17:22:19.647414,BTCUSDT,SELL,101913.1
2025-02-01 17:22:34.591170,XRPUSDT,SELL,2.9733
2025-02-01 17:22:35.468722,XRPUSDT,SELL,2.9733
2025-02-01 17:22:46.365129,LINKUSDT,SELL,24.501
2025-02-01 17:22:48.571549,LTCUSDT,SELL,121.54
2025-02-01 17:22:49.319141,LTCUSDT,SELL,121.54
2025-02-01 17:22:50.172305,LTCUSDT,SELL,121.54
2025-02-01 17:22:52.492976,BCHUSDT,SELL,418.8
2025-02-01 17:22:53.237042,BCHUSDT,SELL,418.86
2025-02-01 17:22:57.731715,FILUSDT,SELL,4.657
2025-02-01 17:22:58.525912,FILUSDT,SELL,4.657
2025-02-01 17:23:10.968395,ATOMUSDT,SELL,6.13
2025-02-01 17:23:17.696804,BTCUSDT,SELL,101904.6
